183,G,L,19,,
184,G,L,21,,
185,H,R,22,,
186,H,R,20,,
187,H,R,18,,
188,H,R,16,,
189,H,R,14,,
190,H,R,12,,
191,H,R,10,,
192,H,R,8,,
193,H,R,6,,
194,H,R,4,,
195,H,R,2,,
196,H,C,101,,
197,H,C,102,,
198,H,C,103,,
199,H,C,104,,
200,H,C,105,,
201,H,C,106,,
202,H,C,107,,
203,H,C,108,,
204,H,C,109,,
205,H,C,110,,
206,H,C,111,,
207,H,C,112,,
208,H,L,1,,
209,H,L,3,,
210,H,L,5,,
211,H,L,7,,
212,H,L,9,,
213,H,L,11,,
214,H,L,13,,
215,H,L,15,,
216,H,L,17,,
217,H,L,19,,
218,H,L,21,,
219,J,R,24,,
220,J,R,22,,
221,J,R,20,,
222,J,R,18,,
223,J,R,16,,
224,J,R,14,,
225,J,R,12,,
226,J,R,10,,
227,J,R,8,,
228,J,R,6,,
229,J,R,4,,
230,J,R,2,,
231,J,C,101,,
232,J,C,102,,
233,J,C,103,,
234,J,C,104,,
235,J,C,105,,
236,J,C,106,,
237,J,C,107,,
238,J,C,108,,
239,J,C,109,,
240,J,C,110,,
241,J,C,111,,
242,J,C,112,,
243,J,L,1,,
244,J,L,3,,
245,J,L,5,,
246,J,L,7,,
247,J,L,9,,
248,J,L,11,,
249,J,L,13,,
250,J,L,15,,
251,J,L,17,,
252,J,L,19,,
253,J,L,21,,
254,J,L,23,,
255,K,R,26,,
256,K,R,24,,
257,K,R,22,,
258,K,R,20,,
259,K,R,18,,
260,K,R,16,,
261,K,R,14,,
262,K,R,12,,
263,K,R,10,,
264,K,R,8,,
265,K,R,6,,
266,K,R,4,,
267,K,R,2,,
268,K,C,101,,
269,K,C,102,,
270,K,C,103,,
271,K,C,104,,
272,K,C,105,,
273,K,C,106,,
274,K,C,107,,
275,K,C,108,,
276,K,C,109,,
277,K,C,110,,
278,K,C,111,,
279,K,C,112,,
280,K,L,1,,
281,K,L,3,,
282,K,L,5,,
283,K,L,7,,
284,K,L,9,,
285,K,L,11,,
286,K,L,13,,
287,K,L,15,,
288,K,L,17,,
289,K,L,19,,
290,K,L,21,,
291,K,L,23,,
292,K,L,25,,
293,L,R,28,,
294,L,R,26,,
295,L,R,24,,
296,L,R,22,,
297,L,R,20,,
298,L,R,18,,
299,L,R,16,,
300,L,R,14,,
301,L,R,12,,
302,L,R,10,,
303,L,R,8,,
304,L,R,6,,
305,L,R,4,,
306,L,R,2,,
307,L,C,101,,
308,L,C,102,,
309,L,C,103,,
310,L,C,104,,
311,L,C,105,,
312,L,C,106,,
313,L,C,107,,
314,L,C,108,,
315,L,C,109,,
316,L,C,110,,
317,L,C,111,,
318,L,C,112,,
319,L,C,113,handicap,
320,L,L,1,,
321,L,L,3,,
322,L,L,5,,
323,L,L,7,,
324,L,L,9,,
325,L,L,11,,
326,L,L,13,,
327,L,L,15,,
328,L,L,17,,
329,L,L,19,,
330,L,L,21,,
331,L,L,23,,
332,L,L,25,,
333,L,L,27,,
334,M,R,28,,
335,M,R,26,,
336,M,R,24,,
337,M,R,22,,
338,M,R,20,,
339,M,R,18,,
340,M,R,16,,
341,M,R,14,,
342,M,R,12,,
343,M,R,10,,
344,M,R,8,,
345,M,R,6,,
346,M,R,4,,
347,M,R,2,handicap,
348,M,C,101,handicap,
349,M,C,102,,
350,M,C,103,,
351,M,C,104,,
352,M,C,105,,
353,M,C,106,,
354,M,C,107,,
355,M,C,108,,
356,M,C,109,,
357,M,C,110,,
358,M,C,111,,
359,M,C,112,,
360,M,C,113,,
361,M,L,1,,
362,M,L,3,,
363,M,L,5,,
364,M,L,7,,
365,M,L,9,,
366,M,L,11,,
367,M,L,13,,
368,M,L,15,,
369,M,L,17,,
370,M,L,19,,
371,M,L,21,,
372,M,L,23,,
373,M,L,25,,
374,M,L,27,,
375,N,R,28,,
376,N,R,26,,
377,N,R,24,,
378,N,R,22,,
379,N,R,20,,
380,N,R,18,,
381,N,R,16,,
382,N,R,14,,
383,N,R,12,,
384,N,R,10,,
385,N,R,8,,
386,N,R,6,,
387,N,R,4,,
388,N,R,2,,
389,N,C,101,,
390,N,C,102,,
391,N,C,103,,
392,N,C,104,,
393,N,C,105,,
394,N,C,106,,
395,N,C,107,,
396,N,C,108,,
397,N,C,109,,
398,N,C,110,,
399,N,C,111,,
400,N,C,112,,
401,N,C,113,,
402,N,L,1,,
403,N,L,3,,
404,N,L,5,,
405,N,L,7,,
406,N,L,9,,
407,N,L,11,,
408,N,L,13,,
409,N,L,15,,
410,N,L,17,,
411,N,L,19,,
412,N,L,21,,
413,N,L,23,,
414,N,L,25,,
415,N,L,27,,
416,O,R,28,,
417,O,R,26,,
418,O,R,24,,
419,O,R,22,,
420,O,R,20,,
421,O,R,18,,
422,O,R,16,,
423,O,R,14,,
424,O,R,12,,
425,O,R,10,,
426,O,R,8,,
427,O,R,6,,
428,O,R,4,,
429,O,R,2,,
430,O,C,101,,
431,O,C,102,,
432,O,C,103,,
433,O,C,104,,
434,O,C,105,,
435,O,C,106,,
436,O,C,107,,
437,O,C,108,,
438,O,C,109,,
439,O,C,110,,
440,O,C,111,,
441,O,C,112,,
442,O,C,113,,
443,O,L,1,,
444,O,L,3,,
445,O,L,5,,
446,O,L,7,,
447,O,L,9,,
448,O,L,11,,
449,O,L,13,,
450,O,L,15,,
451,O,L,17,,
452,O,L,19,,
453,O,L,21,,
454,O,L,23,,
455,O,L,25,,
456,O,L,27,,
457,P,R,28,,
458,P,R,26,,
459,P,R,24,,
460,P,R,22,,
461,P,R,20,,
462,P,R,18,,
463,P,R,16,,
464,P,R,14,,
465,P,R,12,,
466,P,R,10,,
467,P,R,8,,
468,P,R,6,,
469,P,R,4,,
470,P,R,2,,
471,P,C,101,,
472,P,C,102,,
473,P,C,103,,
474,P,C,104,,
475,P,C,105,,
476,P,C,106,,
477,P,C,107,,
478,P,C,108,,
479,P,C,109,,
480,P,C,110,,
481,P,C,111,,
482,P,C,112,,
483,P,C,113,,
484,P,C,114,,
485,P,L,1,handicap,
486,P,L,3,,
487,P,L,5,,
488,P,L,7,,
489,P,L,9,,
490,P,L,11,,
491,P,L,13,,
492,P,L,15,,
493,P,L,17,,
494,P,L,19,,
495,P,L,21,,
496,P,L,23,,
497,P,L,25,,
498,P,L,27,,
499,Q,R,28,,
500,Q,R,26,,
501,Q,R,24,,
502,Q,R,22,,
503,Q,R,20,,
504,Q,R,18,,
505,Q,R,16,,
506,Q,R,14,,
507,Q,R,12,,
508,Q,R,10,,
509,Q,R,8,,
510,Q,R,6,,
511,Q,R,4,,
512,Q,R,2,,
513,Q,C,101,,
514,Q,C,102,,
515,Q,C,103,,
516,Q,C,104,,
517,Q,C,105,,
518,Q,C,106,,
519,Q,C,107,,
520,Q,C,108,,
521,Q,C,109,,
522,Q,C,110,,
523,Q,C,111,,
524,Q,C,112,,
525,Q,C,113,,
526,Q,C,114,,
527,Q,L,1,,
528,Q,L,3,,
529,Q,L,5,,
530,Q,L,7,,
531,Q,L,9,,
532,Q,L,11,,
533,Q,L,13,,
534,Q,L,15,,
535,Q,L,17,,
536,Q,L,19,,
537,Q,L,21,,
538,Q,L,23,,
539,Q,L,25,,
540,Q,L,27,,
541,R,R,30,,
542,R,R,28,,
543,R,R,26,,
544,R,R,24,,
545,R,R,22,,
546,R,R,20,,
547,R,R,18,,
548,R,R,16,,
549,R,R,14,,
550,R,R,12,,
551,R,R,10,,
552,R,R,8,,
553,R,R,6,,
554,R,R,4,,
555,R,R,2,,
556,R,C,101,handicap,
557,R,C,102,,
558,R,C,103,,
559,R,C,104,,
560,R,C,105,,
561,R,C,106,,
562,R,C,107,,
563,R,C,108,,
564,R,C,109,,
565,R,C,110,,
566,R,C,111,,
567,R,C,112,,
568,R,C,113,,
569,R,C,114,,
570,R,L,1,handicap,
571,R,L,3,,
572,R,L,5,,
573,R,L,7,,
574,R,L,9,,
575,R,L,11,,
576,R,L,13,,
577,R,L,15,,
578,R,L,17,,
579,R,L,19,,
580,R,L,21,,
581,R,L,23,,
582,R,L,25,,
583,R,L,27,,
584,R,L,29,,
585,S,R,16,,
586,S,R,14,,
587,S,R,12,,
588,S,R,10,,
589,S,R,8,,
590,S,R,6,,
591,S,R,4,,
592,S,R,2,,
593,S,C,101,,
594,S,C,102,,
595,S,C,103,,
596,S,C,112,,
597,S,C,113,,
598,S,C,114,,
599,S,L,1,,
600,S,L,3,,
601,S,L,5,,
602,S,L,7,,
603,S,L,9,,
604,S,L,11,,
605,S,L,13,,
606,S,L,15,,
607,T,R,12,,
608,T,R,10,,
609,T,R,8,,
610,T,R,6,,
611,T,R,4,,
612,T,R,2,,
613,T,C,101,,
614,T,C,102,,
615,T,C,103,,
616,T,C,112,,
617,T,C,113,,
618,T,C,114,,
619,T,L,1,,
620,T,L,3,,
621,T,L,5,,
622,T,L,7,,
623,T,L,9,,
624,T,L,11,,
625,AA,R,28,,
626,AA,R,26,,
627,AA,R,24,,
628,AA,R,22,,
629,AA,R,20,,
630,AA,R,18,,
631,AA,R,16,,
632,AA,R,14,,
633,AA,R,12,,
634,AA,R,10,,
635,AA,R,8,,
636,AA,R,6,,
637,AA,R,4,,
638,AA,R,2,,
639,AA,C,101,,
640,AA,C,102,,
641,AA,C,103,,
642,AA,C,104,,
643,AA,C,105,,
644,AA,C,106,,
645,AA,C,107,,
646,AA,C,108,,
647,AA,C,109,,
648,AA,C,110,,
649,AA,C,111,,
650,AA,C,112,,
651,AA,C,113,,
652,AA,L,1,,
653,AA,L,3,,
654,AA,L,5,,
655,AA,L,7,,
656,AA,L,9,,
657,AA,L,11,,
658,AA,L,13,,
659,AA,L,15,,
660,AA,L,17,,
661,AA,L,19,,
662,AA,L,21,,
663,AA,L,23,,
664,AA,L,25,,
665,AA,L,27,,
666,BB,R,28,,
667,BB,R,26,,
668,BB,R,24,,
669,BB,R,22,,
670,BB,R,20,,
671,BB,R,18,,
672,BB,R,16,,
673,BB,R,14,,
674,BB,R,12,,
675,BB,R,10,,
676,BB,R,8,,
677,BB,R,6,,
678,BB,R,4,,
679,BB,R,2,,
680,BB,C,101,,
681,BB,C,102,,
682,BB,C,103,,
683,BB,C,104,,
684,BB,C,105,,
685,BB,C,106,,
686,BB,C,107,,
687,BB,C,108,,
688,BB,C,109,,
689,BB,C,110,,
690,BB,C,111,,
691,BB,C,112,,
692,BB,C,113,,
693,BB,L,1,,
694,BB,L,3,,
695,BB,L,5,,
696,BB,L,7,,
697,BB,L,9,,
698,BB,L,11,,
699,BB,L,13,,
700,BB,L,15,,
701,BB,L,17,,
702,BB,L,19,,
703,BB,L,21,,
704,BB,L,23,,
705,BB,L,25,,
706,BB,L,27,,
707,CC,R,28,,
708,CC,R,26,,
709,CC,R,24,,
710,CC,R,22,,
711,CC,R,20,,
712,CC,R,18,,
713,CC,R,16,,
714,CC,R,14,,
715,CC,R,12,,
716,CC,R,10,,
717,CC,R,8,,
718,CC,R,6,,
719,CC,R,4,,
720,CC,R,2,,
721,CC,C,101,,
722,CC,C,102,,
723,CC,C,103,,
724,CC,C,104,,
725,CC,C,105,,
726,CC,C,106,,
727,CC,C,107,,
728,CC,C,108,,
729,CC,C,109,,
730,CC,C,110,,
731,CC,C,111,,
732,CC,C,112,,
733,CC,C,113,,
734,CC,C,114,,
735,CC,L,1,,
736,CC,L,3,,
737,CC,L,5,,
738,CC,L,7,,
739,CC,L,9,,
740,CC,L,11,,
741,CC,L,13,,
742,CC,L,15,,
743,CC,L,17,,
744,CC,L,19,,
745,CC,L,21,,
746,CC,L,23,,
747,CC,L,25,,
748,CC,L,27,,
749,DD,R,28,,
750,DD,R,26,,
751,DD,R,24,,
752,DD,R,22,,
753,DD,R,20,,
754,DD,R,18,,
755,DD,R,16,,
756,DD,R,14,,
757,DD,R,12,,
758,DD,R,10,,
759,DD,R,8,,
760,DD,R,6,,
761,DD,R,4,,
762,DD,R,2,,
763,DD,C,101,,
764,DD,C,102,,
765,DD,C,103,,
766,DD,C,104,,
767,DD,C,105,,
768,DD,C,106,,
769,DD,C,107,,
770,DD,C,108,,
771,DD,C,109,,
772,DD,C,110,,
773,DD,C,111,,
774,DD,C,112,,
775,DD,C,113,,
776,DD,C,114,,
777,DD,L,1,,
778,DD,L,3,,
779,DD,L,5,,
780,DD,L,7,,
781,DD,L,9,,
782,DD,L,11,,
783,DD,L,13,,
784,DD,L,15,,
785,DD,L,17,,
786,DD,L,19,,
787,DD,L,21,,
788,DD,L,23,,
789,DD,L,25,,
790,DD,L,27,,
791,EE,R,26,,
792,EE,R,24,,
793,EE,R,22,,
794,EE,R,20,,
795,EE,R,18,,
796,EE,R,16,,
797,EE,R,14,,
798,EE,R,12,,
799,EE,R,10,,
800,EE,R,8,,
801,EE,R,6,,
802,EE,R,4,,
803,EE,R,2,,
804,EE,L,1,,
805,EE,L,3,,
806,EE,L,5,,
807,EE,L,7,,
808,EE,L,9,,
809,EE,L,11,,
810,EE,L,13,,
811,EE,L,15,,
812,EE,L,17,,
813,EE,L,19,,
814,EE,L,21,,
815,EE,L,23,,
816,EE,L,25,,
817,FF,R,22,,
818,FF,R,20,,
819,FF,R,18,,
820,FF,R,16,,
821,FF,R,14,,
822,FF,R,12,,
823,FF,R,10,,
824,FF,R,8,,
825,FF,R,6,,
826,FF,R,4,,
827,FF,R,2,,
828,FF,L,1,,
829,FF,L,3,,
830,FF,L,5,,
831,FF,L,7,,
832,FF,L,9,,
833,FF,L,11,,
834,FF,L,13,,
835,FF,L,15,,
836,FF,L,17,,
837,FF,L,19,,
838,FF,L,21,,
839,GG,R,12,,
840,GG,R,10,,
841,GG,R,8,,
842,GG,R,6,,
843,GG,R,4,,
844,GG,R,2,,
845,GG,L,1,,
846,GG,L,3,,
847,GG,L,5,,
848,GG,L,7,,
849,GG,L,9,,
850,GG,L,11,,
